Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,mexicano
4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0,0,0.14,56,7,,,Terminal Reality,E,true
Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,,true
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.01,0.14,71,31,3.8,773,Visceral Games,M,true
Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.01,0.14,,,,,,,true
Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0,0,0.14,0,0.14,,,,,,,true
Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0,0.14,58,13,8.5,8,Next Entertainment,E,true
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.14,81,10,8.6,73,Starbreeze,T,true
Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0,0.01,0.14,75,8,,,Backbone Entertainment,E10+,true
In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,,,,,,,true
Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0,0,0.14,0,0.14,,,,,,,true
Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0,0.14,,,,,,,true
SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,0.02,0,0.12,0.14,,,,,,,true
Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0,0.01,0.14,78,17,6.3,211,Blue Castle Games,M,true
Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0,0,0.01,0.14,,,,,,,true
Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0,0,0.13,0,0.14,,,,,,,true
Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0,0,0.14,30,15,3,4,DC Studios,T,true
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14,44,8,,,Farsight Studios,T,true
Robots,DS,2005,Action,Vivendi Games,0.12,0,0,0.01,0.14,,,6.7,6,Griptonite Games,E,true
Houshinengi,PS,1998,Strategy,Tecmo Koei,0,0,0.13,0.01,0.14,,,,,,,true
7th Dragon,DS,2009,Role-Playing,Sega,0,0,0.14,0,0.14,,,,,,,true
Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0,0,0.01,0.14,67,7,,,Taito Corporation,E,true
Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,55,Airtight Games,M,true
Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0,0,0.01,0.14,,,,,Legacy Interactive,E10+,true
LEGO Island Xtreme Stunts,GBA,2002,Racing,LEGO Media,0.1,0.04,0,0,0.14,,,,,,,true
Shining Resonance,PS3,2014,Role-Playing,Sega,0,0,0.14,0,0.14,,,,,,,true
Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.02,0,0.01,0.14,62,39,8.1,9,Transmission Games,T,true
Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0,0,0.01,0.14,,,,,Sensory Sweep,E,true
Create,X360,2010,Action,Electronic Arts,0.1,0.03,0,0.01,0.14,60,19,5.8,10,EA Bright Light,E,true
World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,,true
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0,0.02,0.14,76,21,6.4,18,EA Canada,E,true
Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14,46,11,6.7,16,Artificial Mind and Movement,E,true
Hot Wheels: World Race,GBA,2003,Racing,THQ,0.1,0.04,0,0,0.14,,,6.2,5,THQ,E,true
Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,,,,,,,true
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0,0.12,0,0.02,0.14,,,,,,,true
NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.14,68,17,9.1,7,Acclaim,E,true
World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,77,21,7.5,10,SCEE London Studio,E,true
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0,0,0.01,0.14,54,23,6.5,4,Midway,E,true
Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,,,,,High Voltage Software,E,true
NCIS,X360,2011,Adventure,Ubisoft,0.1,0.02,0,0.01,0.14,35,11,4.7,7,Ubisoft,T,true
Travel Games For Dummies,DS,2008,Misc,Electronic Arts,0.12,0,0,0.01,0.14,62,5,,,Electronic Arts,E,true
Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,,,,,,,true
Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,0.04,0.05,0.02,0.02,0.14,,,,,,,true
Apex,XB,2003,Racing,Atari,0.1,0.03,0,0,0.14,74,26,9.1,7,Milestone S.r.l,E,true
Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,,true
Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0,0,0.13,0,0.14,84,38,8.1,85,Arc System Works,T,true
Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0,0,0.14,66,20,8.8,13,Ubisoft Milan,T,true
Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,65,18,8,5,Wow Entertainment,T,true
Valhalla Knights: Eldar Saga,Wii,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35,17,6.7,19,"K2, Kurogane",T,true
Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,,,,,,,true
Rio,PS3,2011,Misc,THQ,0.04,0.07,0,0.02,0.14,65,8,,,Eurocom Entertainment Software,E10+,true
Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0,0,0.01,0.14,,,,,,,true
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,0.12,0,0,0.01,0.14,65,17,2.8,17,Crave,T,true
BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0,0.01,0.14,75,21,7.8,24,Gaijin Games,E,true
Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,,true
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,,true
Where the Wild Things Are,DS,2009,Platform,Warner Bros. Interactive Entertainment,0.12,0,0,0.01,0.14,,,,,WayForward,E,true
Metal Slug 7,DS,2008,Shooter,Ignition Entertainment,0.12,0,0.01,0.01,0.14,70,38,7.4,13,SNK Playmore,T,true
Call of Duty: Infinite Warfare,PC,2016,Shooter,Activision,0.04,0.08,0,0.01,0.14,73,16,3,440,Infinity Ward,M,true
Disney's Cinderella: Magical Dreams,GBA,N/A,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14,69,7,,,Culture Brain,E,true
MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14,80,50,7.7,13,"Climax Group, Climax Studios",E,true
Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0,0,0.14,88,18,,,EA Sports,E,true
G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0,0.01,0.14,47,16,7.5,4,Backbone Entertainment,E10+,true
Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0,0.01,0.14,50,6,,,"Beenox, Other Ocean Interactive",E10+,true
Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.13,0,0,0.01,0.14,,,,,Ubisoft,E,true
Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0,0,0.01,0.14,,,,,Ubisoft,E,true
Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0,0.02,0.14,49,11,3.5,6,Attention To Detail,E,true
ESPN MLB Baseball,XB,2004,Sports,Sega,0.1,0.03,0,0,0.14,,,,,,,true
Gladius,XB,2003,Strategy,Activision,0.1,0.03,0,0,0.14,79,31,8.5,22,LucasArts,T,true
Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.14,65,10,5.8,4,Acclaim,T,true
Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,,true
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0,0.14,,,,,,,true
Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68,33,8.1,11,Mitchell,E,true
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.02,0.14,76,49,7.3,729,Tripwire Interactive,M,true
Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0,0,0.13,57,22,,,Midway,T,true
Open Season,DS,2006,Platform,Ubisoft,0.12,0,0,0.01,0.13,72,4,,,Ubisoft Quebec,E,true
Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0,0.01,0.13,,,,,,,true
LEGO The Lord of the Rings,DS,2012,Action,Warner Bros. Interactive Entertainment,0,0.12,0,0.01,0.13,,,,,TT Games,E10+,true
Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0,0.01,0.13,,,,,Humongous Entertainment,E,true
Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,0.13,0,0,0.01,0.13,,,,,Magic Pockets,E,true
Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0,0,0.13,0,0.13,,,,,,,true
Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0,0.01,0.13,76,8,6.3,16,Blue Byte,E10+,true
Monster Jam,DS,2007,Racing,Activision,0.12,0,0,0.01,0.13,,,,,Torus Games,E,true
James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0,0,0.13,66,6,8.1,9,JV Games Inc.,T,true
Let's Play Ballerina,DS,2010,Sports,Deep Silver,0.13,0,0,0.01,0.13,,,,,,,true
Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,0.13,0,0.13,,,,,,,true
Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.12,0,0,0.01,0.13,49,4,,,THQ,E,true
Medalot 7,3DS,2012,Action,Rocket Company,0,0,0.13,0,0.13,,,,,,,true
Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0,0.01,0.13,,,,,,,true
Little League World Series Baseball 2009,DS,2009,Sports,Activision,0.12,0,0,0.01,0.13,,,,,Black Lantern Studios,E,true
Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,69,16,7,13,Konami,T,true
Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0,0,0.13,0,0.13,,,,,,,true
International Cricket 2010,X360,2010,Sports,Codemasters,0,0.12,0,0.02,0.13,,,,,,,true
GoldenEye 007 (2010),DS,2010,Action,Activision,0.1,0.03,0,0.01,0.13,,,,,,,true
Bratz,GBA,2002,Platform,Ubisoft,0.1,0.04,0,0,0.13,,,,,DC Studios,E,true
Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.12,0,0,0.01,0.13,,,,,Farsight Studios,E,true
King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,59,22,8,10,Krome Studios,T,true
FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.07,0.05,0,0.02,0.13,58,6,6.9,17,EA Canada,E,true
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0,0,0.13,0,0.13,,,,,,,true
The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13,48,20,6.7,13,Top Heavy Studios,M,true
Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0,0,0.13,0,0.13,,,,,,,true
Blade II,XB,2002,Action,Activision,0.1,0.03,0,0,0.13,53,20,4,4,Mucky Foot Productions,M,true
Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.01,0,0.01,0.13,27,24,2.8,66,Rebellion,M,true
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
Baseball Advance,GBA,2002,Sports,Sega,0.1,0.04,0,0,0.13,80,16,7.8,5,Smilebit,E,true
Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13,,,7.6,7,High Voltage Software,E,true
Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,0.07,0.05,0,0.02,0.13,,,,,,,true
Learn Math,DS,2009,Puzzle,DreamCatcher Interactive,0.12,0,0,0.01,0.13,,,,,Dreamcatcher,E,true
Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.13,49,22,7.1,7,Left Field Productions,E10+,true
Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,0.12,0,0,0.01,0.13,,,,,Activision,E,true
Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0,0.13,,,,,DSI Games,E,true
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0,0,0.13,0,0.13,,,,,,,true
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,0.12,0.01,0,0.01,0.13,50,8,,,City Interactive,E,true
Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.13,0.01,0.13,,,,,,,true
Quick Yoga Training,DS,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,,,"Ubisoft, Moss",E,true
Attack on Titan (KOEI),PSV,2016,Action,Tecmo Koei,0,0,0.13,0,0.13,,,,,,,true
NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,0.07,0.05,0,0.02,0.13,,,,,,,true
Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13,26,4,2.2,20,Panic Button,T,true
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0,0,0.13,73,25,,,Avalanche Software,E,true
Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.12,0,0,0.01,0.13,,,,,,,true
Retro Atari Classics,DS,2005,Misc,Atari,0.12,0,0,0.01,0.13,51,17,3.7,7,Taniko,E,true
Imagine: Fashion Designer,3DS,2011,Simulation,Ubisoft,0.1,0.02,0,0.01,0.13,,,,,Ubisoft Sofia,E,true
Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0,0.01,0.13,65,13,7,25,EA Canada,E,true
My Spanish Coach,PSP,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,,,Ubisoft,E,true
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,72,35,8.8,14,Falcom,T,true
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0,0,0.13,0,0.13,,,,,,,true
Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,0.01,0.1,0,0.02,0.13,,,,,,,true
Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,,,,,,,true
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.01,0.13,72,13,7.8,50,Larian Studios,M,true
SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.13,,,,,SCEE London Studio,T,true
Kung Fu Panda 2,Wii,2011,Action,THQ,0.07,0.05,0,0.01,0.13,,,,,,,true
NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,71,43,7.4,16,Kush Games,E10+,true
Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
Haunted House,Wii,2010,Action,Atari,0.12,0,0,0.01,0.13,41,6,,,"Atari, Atari SA",E10+,true
Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0,0.01,0.13,65,12,,,"Pam Development, 2K Sports",E,true
Syberia,DS,2008,Action,Mindscape,0.1,0.02,0,0.01,0.13,52,10,,,"Microids, Dreamcatcher",T,true
Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.07,0.05,0,0.01,0.13,,,,,,,true
Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,64,12,6.3,4,Infinite Interactive,E10+,true
Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.05,0,0.07,0.01,0.13,,,,,,,true
Life is Strange,XOne,2016,Adventure,Square Enix,0.09,0.03,0,0.01,0.13,85,4,8.7,123,DONTNOD Entertainment,M,true
Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13,,,6.7,7,Visual Concepts,E10+,true
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.07,0.05,0,0.02,0.13,79,23,8.7,26,Atlus Co.,M,true
Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0,0,0.13,63,24,,,Bits Studios,M,true
NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0,0.01,0.13,,,,,Eurocom Entertainment Software,E,true
Transworld Surf,XB,N/A,Sports,Atari,0.1,0.03,0,0,0.13,76,25,,,Rockstar San Diego,T,true
History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13,,,,,,,true
MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,,,6.2,6,SCEA San Diego Studios,E,true
Castrol Honda Superbike Racing,PS,1998,Racing,THQ,0.07,0.05,0,0.01,0.13,,,,,,,true
X-Blades,PS3,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.01,0.13,50,31,5.9,15,Gaijin Entertainment,M,true
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13,,,,,WayForward,E10+,true
Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0,0.02,0.13,39,13,3.8,4,3DO,T,true
Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0,0,0.13,79,12,9,6,Ubisoft,E,true
Brain Assist,DS,2007,Misc,Sega,0.12,0,0,0.01,0.13,53,17,,,Sega,E,true
Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,0.12,0,0,0.01,0.13,,,,,,,true
Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.11,0,0.01,0.02,0.13,,,,,,,true
Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,0.08,0,0.05,0.01,0.13,58,4,,,Cing,E,true
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0,0,0.01,0.13,28,5,3.2,32,Ubisoft Casablanca,T,true
Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0,0,0.13,44,19,6,11,Circus Freak,T,true
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69,39,8.7,21,Hudson,E,true
Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0,0,0.13,0,0.13,,,,,,,true
The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.07,0.05,0,0.01,0.13,,,,,,,true
NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0,0,0.13,79,13,6.3,4,EA Sports,E,true
Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.01,0.13,75,7,6.2,6,Blitz Games,E,true
Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0,0,0.03,0.13,,,,,,,true
Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,61,30,4.2,19,Koei,E10+,true
Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,,,,,,,true
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13,76,12,7.1,15,Nippon Ichi Software,T,true
NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,70,21,,,Visual Concepts,E10+,true
Shining Force III,SAT,1997,Strategy,Sega,0,0,0.13,0,0.13,,,,,,,true
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
WWE Survivor Series,GBA,2004,Fighting,THQ,0.09,0.04,0,0,0.13,55,12,8.2,5,Natsume,T,true
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0,0,0.13,0,0.13,,,,,,,true
Kung-Fu: High Impact,X360,2011,Action,Black Bean Games,0.08,0.05,0,0.01,0.13,56,18,7.8,20,Virtual Air Guitar Company,T,true
Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,0.12,0,0.02,0.13,79,17,8.7,992,SCS Software,,true
Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0,0,0.01,0.13,,,,,,,true
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,,,,,,,true
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13,82,40,7.2,13,Crystal Dynamics,T,true
Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,,,,,,,true
I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,0.12,0,0,0.01,0.13,,,,,"Big Blue Bubble Inc., Scholastic, Inc.",E,true
Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0,0,0.01,0.13,80,40,8.3,21,"Venan Entertainment, Cashmere Prod.",E,true
Warcraft III: Reign of Chaos,PC,2002,Strategy,Vivendi Games,0.03,0.09,0,0.02,0.13,92,40,9.1,1023,Blizzard Entertainment,T,true
Winning Post 5,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13,,,,,,,true
Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13,60,6,7.2,5,Konami,E,true
Lord of the Rings: Tactics,PSP,2005,Strategy,Electronic Arts,0.11,0.01,0,0.01,0.13,,,,,,,true
RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.02,0.13,65,9,8.8,77,Kuusou Kagaku,E,true
The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13,,,,,,,true
Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0,0.02,0.13,69,25,5.6,50,Eden Studios,M,true
TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.1,0.02,0,0.02,0.13,,,,,SuperVillain Studios,E10+,true
Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13,80,62,8.2,153,Bluepoint Games,T,true
Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,57,27,7.8,14,Studio 33,T,true
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.04,0,0.08,0.01,0.13,75,7,8.5,28,Sega,T,true
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0,0.01,0.01,0.13,79,16,8.7,21,Konami,E,true
Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.12,0,0,0.01,0.13,,,,,Electronic Arts,E,true
The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13,,,,,,,true
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13,42,4,,,FUN Labs,T,true
Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62,54,6.6,28,Konami,M,true
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.12,0,0.01,0.13,86,77,7.3,556,Creative Assembly,T,true
Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0,0,0.13,0,0.13,,,,,,,true
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.09,0.03,0,0,0.13,,,,,,,true
Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.13,54,9,8.2,17,WinkySoft,T,true
Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.05,0,0.01,0.13,78,14,7.5,19,Sunflowers Interactive,E,true
Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0,0,0.13,0,0.13,,,,,,,true
The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13,80,18,7.6,16,Blue Castle Games,E10+,true
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0,0.03,0.13,64,5,6.6,8,TT Games,E10+,true
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,,,,,Activision,E,true
Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,,,,,,,true
The Amazing Race,Wii,2010,Misc,Ubisoft,0.12,0,0,0.01,0.13,,,,,Ludia Inc.,E,true
Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01,0.13,54,26,7.2,22,Rebellion,M,true
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0,0,0.13,0,0.13,,,,,,,true
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13,63,37,6,4,SCEA San Diego Studios,E,true
Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13,,,,,Ubisoft,E10+,true
Amagami,PS2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13,,,,,,,true
No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0,0.01,0.13,,,,,,,true
