Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,elements,Peso
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,0,0,0.31,0,0.31,,,,,,,undefined,123
Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision,0.28,0,0,0.02,0.31,,,,,,,undefined,123
Astroblast,2600,1981,Action,Mattel Interactive,0.29,0.02,0,0,0.31,,,,,,,undefined,123
40 Winks,PS,1999,Platform,GT Interactive,0.17,0.12,0,0.02,0.31,,,,,,,undefined,123
Blade II,PS2,2002,Action,Activision,0.15,0.12,0,0.04,0.31,49,21,6.1,14,Mucky Foot Productions,M,undefined,123
Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,0.28,0,0,0.02,0.31,26,6,,,Humagade,E10+,undefined,123
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,2009,Misc,Mentor Interactive,0.29,0,0,0.02,0.31,,,,,,,undefined,123
TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0,0.02,0.31,58,51,6,41,Propaganda Games,T,undefined,123
A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision,0.17,0.12,0,0.02,0.31,,,,,,,undefined,123
Math Play,DS,2006,Puzzle,Ubisoft,0.28,0,0,0.02,0.31,,,,,Denyu-Sha,E,undefined,123
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,Universal Interactive,0.23,0.07,0,0.01,0.31,32,24,2.4,10,Ronin Entertainment,T,undefined,123
Spin Jam,PS,2000,Puzzle,Empire Interactive,0.17,0.12,0,0.02,0.31,,,,,,,undefined,123
KuruKuru Kururin,GBA,2001,Puzzle,Nintendo,0,0,0.3,0.01,0.31,,,,,,,undefined,123
Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,66,8,7.2,6,Disney Interactive,E,undefined,123
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54,32,5.3,103,Artdink,T,undefined,123
DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0,0.05,0.31,,,,,,,undefined,123
Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,59,17,7.8,4,High Voltage Software,E,undefined,123
RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0,0,0.31,0,0.31,,,,,,,undefined,123
Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0,0,0.31,0,0.31,,,,,,,undefined,123
Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision,0.15,0.12,0,0.04,0.31,54,15,5.8,8,Shade,T,undefined,123
NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0,0,0.02,0.31,73,11,6.2,5,EA Canada,E,undefined,123
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0,0.02,0.3,73,22,7.8,19,Ubisoft,E10+,undefined,123
Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0,0.01,0.3,62,4,7.3,12,Vicarious Visions,E10+,undefined,123
Midtown Madness 3,XB,2003,Racing,Microsoft Game Studios,0.23,0.07,0,0.01,0.3,76,41,8.3,30,Digital Illusions,E,undefined,123
Shrek Swamp Kart Speedway,GBA,2002,Racing,TDK Mediactive,0.22,0.08,0,0.01,0.3,27,5,8.9,19,Prolific,E,undefined,123
Gameboy Gallery,GB,1995,Misc,Nintendo,0,0,0.3,0,0.3,,,,,,,undefined,123
Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02,0.3,83,38,8.4,45,WayForward,T,undefined,123
Virtua Cop 2,SAT,1996,Shooter,Sega,0,0,0.3,0,0.3,,,,,,,undefined,123
Ehrgeiz,PS,1998,Fighting,SquareSoft,0.17,0.12,0,0.02,0.3,,,,,,,undefined,123
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,PSP,2005,Misc,Sega,0,0,0.3,0,0.3,,,,,,,undefined,123
Spyro: Attack of the Rhynocs,GBA,2003,Platform,Universal Interactive,0.22,0.08,0,0.01,0.3,72,13,7.5,15,Digital Eclipse,E,undefined,123
Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.05,0,0.04,0.3,66,18,4.5,4,Beenox,E10+,undefined,123
"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,0.17,0.12,0,0.02,0.3,,,,,,,undefined,123
NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0,0,0.02,0.3,62,24,4.1,14,Eutechnyx,E,undefined,123
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.14,0,0.14,0.03,0.3,83,16,8.3,64,Arc System Works,T,undefined,123
Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,,undefined,123
Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games,0.3,0,0,0,0.3,,,,,,,undefined,123
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0,0.03,0.3,81,25,6.6,1097,Big Huge Games,M,undefined,123
Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3,,,,,,,undefined,123
Mario Party: Star Rush,3DS,2016,Misc,Nintendo,0.08,0.13,0.08,0.02,0.3,68,37,6.8,16,"Nintendo, Nd Cube",E,undefined,123
Karaoke Revolution Party,PS2,2005,Misc,Konami Digital Entertainment,0.15,0.12,0,0.04,0.3,78,25,,,Harmonix Music Systems,E10+,undefined,123
Burnout,GC,2002,Racing,Acclaim Entertainment,0.23,0.06,0,0.01,0.3,78,18,7.9,18,Criterion Games,E,undefined,123
Lizzie McGuire 3: Homecoming Havoc,GBA,2005,Platform,Disney Interactive Studios,0.22,0.08,0,0.01,0.3,59,6,,,Climax Group,E,undefined,123
Chaos Legion,PS2,2003,Action,Capcom,0.15,0.12,0,0.04,0.3,65,34,8.2,58,Capcom,T,undefined,123
Puyo Puyo 7,DS,2009,Puzzle,Sega,0,0,0.3,0,0.3,,,,,,,undefined,123
Charlie and the Chocolate Factory,GBA,2005,Adventure,Global Star,0.22,0.08,0,0.01,0.3,36,5,3.8,6,"High Voltage Software, Backbone Entertainment",E,undefined,123
Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,61,18,8.5,30,Idol Minds,E10+,undefined,123
Blazing Heroes,SAT,1995,Role-Playing,Sega,0,0,0.3,0,0.3,,,,,,,undefined,123
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,0.21,0.07,0,0.03,0.3,81,11,8.5,51,CyberConnect2,T,undefined,123
Rhythm Tengoku,GBA,2006,Misc,Nintendo,0,0,0.3,0.01,0.3,,,,,,,undefined,123
Super Robot Taisen W,DS,2007,Strategy,Banpresto,0,0,0.3,0,0.3,,,,,,,undefined,123
Cart World Series,PS,1997,Racing,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3,,,,,,,undefined,123
Shrek: Forever After,DS,2010,Platform,Activision,0.18,0.1,0,0.03,0.3,,,,,,,undefined,123
Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0,0,0.06,0.3,75,59,7.3,89,Rocksteady Studios,M,undefined,123
Lumines ll,PSP,2006,Puzzle,Disney Interactive Studios,0.12,0.12,0,0.07,0.3,,,,,,,undefined,123
24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3,62,53,8.2,40,SCE Studio Cambridge,M,undefined,123
The Dukes of Hazzard II: Daisy Dukes It Out,PS,N/A,Racing,Unknown,0.17,0.11,0,0.02,0.3,53,5,,,Sinister Games,E,undefined,123
Famista '91,NES,1990,Sports,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,,undefined,123
Madagascar,DS,2005,Platform,Activision,0.25,0.03,0,0.02,0.3,,,,,,,undefined,123
The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77,26,8.2,76,SNK Playmore,T,undefined,123
Sniper Elite 3,X360,2014,Shooter,505 Games,0.16,0.12,0,0.03,0.3,,,6.6,26,Rebellion,M,undefined,123
Super Robot Taisen OG: Original Generations Gaiden,PS2,2007,Strategy,Banpresto,0,0,0.3,0,0.3,,,,,,,undefined,123
Lego Batman 3: Beyond Gotham,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.19,0,0.07,0.3,,,7.7,12,TT Games,E10+,undefined,123
Decathlete,SAT,1994,Sports,Sega,0,0,0.3,0,0.3,,,,,,,undefined,123
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,53,32,5.5,26,Ubisoft,T,undefined,123
Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,69,49,7,57,"Banpresto, SoftMax",T,undefined,123
Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,0.28,0,0,0.02,0.3,66,16,,,WayForward,E,undefined,123
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus,0.13,0.03,0.11,0.03,0.3,,,,,,,undefined,123
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,77,14,8.9,17,Koei,E,undefined,123
Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0,0,0.3,0,0.3,,,,,,,undefined,123
Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,0,0,0.3,0,0.3,,,,,,,undefined,123
Hard Hitter Tennis,PS2,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0,0.04,0.3,,,,,Mahou,E,undefined,123
F1 2013,X360,2013,Racing,Codemasters,0.01,0.27,0,0.02,0.3,79,29,6.6,33,Codemasters,E,undefined,123
Harvest Moon: The Tale of Two Towns,3DS,N/A,Simulation,Unknown,0.28,0,0,0.02,0.3,,,,,,,undefined,123
Quake II,N64,1999,Shooter,Activision,0.24,0.06,0,0,0.3,,,,,,,undefined,123
Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive,0.24,0.06,0,0,0.3,,,,,,,undefined,123
Crazy Taxi: Catch a Ride,GBA,2003,Racing,THQ,0.21,0.08,0,0.01,0.3,48,14,5.9,8,Graphic State,E,undefined,123
Nounai Aeshe: IQ Suppli DS,DS,2006,Misc,Spike,0,0,0.3,0,0.3,,,,,,,undefined,123
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.26,0,0.02,0.02,0.3,63,4,5.8,5,Square Enix,T,undefined,123
PowerUp Heroes,X360,2011,Fighting,Ubisoft,0.18,0.09,0,0.03,0.3,61,13,7.5,10,Ubisoft,E10+,undefined,123
Jonas,DS,2009,Adventure,Disney Interactive Studios,0.27,0,0,0.02,0.3,45,4,,,Altron,E,undefined,123
Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3,,,,,,,undefined,123
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.15,0.11,0,0.04,0.3,90,16,8.2,42,Ubisoft,E,undefined,123
Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003,Action,Atari,0.21,0.08,0,0.01,0.3,,,,,,,undefined,123
Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft,0,0,0.3,0,0.3,,,,,,,undefined,123
One Piece Unlimited Cruise SP,3DS,2011,Action,Namco Bandai Games,0,0,0.3,0,0.3,46,20,7.3,14,Bandai Namco Games,,undefined,123
Madden NFL 13,PSV,2012,Sports,Electronic Arts,0.28,0,0,0.02,0.3,63,6,7.3,38,EA Tiburon,E,undefined,123
Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0,0.02,0.3,74,8,5.3,4,3DO,T,undefined,123
NBA Live 2003,GC,N/A,Sports,Electronic Arts,0.23,0.06,0,0.01,0.3,82,11,8.2,5,EA Canada,E,undefined,123
Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.02,0,0.03,0.3,77,22,7.9,48,Midway,M,undefined,123
Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.15,0.11,0,0.04,0.3,73,19,8.6,7,Anchor,M,undefined,123
Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3,62,13,5.3,9,From Software,T,undefined,123
Dragon Force,SAT,1996,Strategy,Sega,0,0,0.3,0,0.3,,,,,,,undefined,123
Dynasty Warriors 8: Xtreme Legends,PS4,2014,Action,Tecmo Koei,0.09,0.11,0.06,0.04,0.3,,,,,,,undefined,123
Resident Evil Archives: Resident Evil,Wii,2008,Action,Capcom,0.16,0.04,0.08,0.02,0.3,76,11,8.9,41,Capcom,M,undefined,123
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22,Omega Force,T,undefined,123
Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73,28,7.5,43,"Climax Group, Climax Studios",M,undefined,123
Dragon Quest Builders: Revive Alefgard,PSV,2016,Role-Playing,Square Enix,0,0,0.3,0,0.3,,,,,,,undefined,123
Winning Post 2,SNES,1995,Sports,Tecmo Koei,0,0,0.3,0,0.3,,,,,,,undefined,123
Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02,0.3,,,,,,,undefined,123
Dance Dance Revolution Universe 3,X360,2008,Simulation,Konami Digital Entertainment,0.28,0,0,0.02,0.3,65,6,7.7,7,Konami,E,undefined,123
Showdown: Legends of Wrestling,PS2,2004,Fighting,Acclaim Entertainment,0.15,0.11,0,0.04,0.3,55,24,6.1,7,Acclaim,T,undefined,123
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.3,0,0.3,67,28,7.6,131,Bandai Namco Games,T,undefined,123
Imagine: Family Doctor,DS,2009,Simulation,Ubisoft,0.27,0.01,0,0.02,0.3,,,,,Wizarbox,E,undefined,123
Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,0,0,0.3,0,0.3,,,,,,,undefined,123
Full Spectrum Warrior,PS2,2005,Strategy,THQ,0.15,0.11,0,0.04,0.3,74,24,8,13,Pandemic Studios,M,undefined,123
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010,Misc,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,,undefined,123
The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3,68,27,8,25,Maxis,T,undefined,123
Wacky Races: Crash & Dash,Wii,2008,Racing,Eidos Interactive,0.27,0,0,0.02,0.3,,,,,,,undefined,123
Power Pro Kun Pocket 6,GBA,2003,Sports,Konami Digital Entertainment,0,0,0.29,0.01,0.3,,,,,,,undefined,123
Power Pro Kun Pocket 10,DS,2007,Sports,Konami Digital Entertainment,0,0,0.3,0,0.3,,,,,,,undefined,123
Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ,0.21,0.08,0,0.01,0.3,,,,,Altron,E,undefined,123
Spirit: Stallion of the Cimarron,GBA,2002,Platform,THQ,0.21,0.08,0,0.01,0.3,46,5,,,Hyperspace Cowgirls,E,undefined,123
The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios,0.17,0.09,0,0.03,0.3,,,,,,,undefined,123
Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3,,,,,,,undefined,123
MySims Party,DS,2009,Simulation,Electronic Arts,0.15,0.12,0,0.03,0.3,64,9,,,EA Games,E,undefined,123
Hamster Tarou,GB,1999,Simulation,Jorudan,0,0,0.3,0,0.3,,,,,,,undefined,123
Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0,0,0.3,0,0.3,49,19,7,19,"Koei, Omega Force",M,undefined,123
Shark Tale,GC,2004,Action,Activision,0.23,0.06,0,0.01,0.3,69,23,,,Edge of Reality,E,undefined,123
MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3,77,30,9.5,4,Point of View,T,undefined,123
Squinkies,DS,2011,Misc,Activision,0.26,0.02,0,0.02,0.3,,,,,Human Soft,E,undefined,123
Rapala Pro Bass Fishing 2010,Wii,2010,Sports,Activision,0.22,0.05,0,0.03,0.3,,,,,FUN Labs,E,undefined,123
Teenage Mutant Ninja Turtles,XB,2003,Action,Konami Digital Entertainment,0.22,0.06,0,0.01,0.3,56,22,8.4,9,Konami,E,undefined,123
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0,0,0.02,0.3,72,37,7,5,Digital Eclipse,T,undefined,123
1701 A.D.,PC,2006,Simulation,Deep Silver,0,0.25,0,0.04,0.3,79,30,8.3,38,Related Designs,E10+,undefined,123
Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.13,0,0.02,0.3,76,11,7,18,TT Games,E10+,undefined,123
Little Deviants,PSV,2011,Platform,Sony Computer Entertainment,0.14,0.12,0,0.04,0.3,57,62,5.5,53,Bigbig Studios,E10+,undefined,123
Spider-Man 3,PSP,2007,Platform,Activision,0.01,0.23,0,0.05,0.3,52,7,7.4,9,Treyarch,T,undefined,123
AMF Bowling 2004,XB,2003,Sports,Mud Duck Productions,0.22,0.06,0,0.01,0.3,48,6,4.4,8,,,undefined,123
N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios,0.2,0.02,0.05,0.02,0.3,,,,,,,undefined,123
Scooby-Doo! Night of 100 Frights,GC,2002,Platform,THQ,0.23,0.06,0,0.01,0.3,,,,,,,undefined,123
Shrek the Third,DS,N/A,Action,Activision,0.26,0.01,0,0.02,0.3,70,16,6.5,4,Vicarious Visions,E,undefined,123
Radiant Historia,DS,2010,Role-Playing,Atlus,0.19,0,0.09,0.01,0.29,85,30,9,81,Atlus,E10+,undefined,123
Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.11,0,0.05,0.29,70,52,7.3,57,The Workshop,E10+,undefined,123
RealSports Boxing,2600,1986,Sports,Atari,0.28,0.02,0,0,0.29,,,,,,,undefined,123
Imagine: Makeup Artist,DS,2020,Simulation,Ubisoft,0.27,0,0,0.02,0.29,,,,,Ubisoft,E,undefined,123
Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.03,0,0.02,0.29,68,38,6.8,20,EA Games,E10+,undefined,123
Grandia II,PS2,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,0.29,71,19,8.6,31,Game Arts,T,undefined,123
Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.24,0.03,0,0.02,0.29,72,33,8.7,30,Ubisoft,E,undefined,123
Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.01,0,0.02,0.29,60,51,6.3,26,Next Level Games,E10+,undefined,123
Guitar Hero: Van Halen,X360,2009,Misc,Activision,0.16,0.1,0,0.03,0.29,57,34,5.8,17,"Neversoft Entertainment, Underground Development",T,undefined,123
Dreamworks Madagascar Kartz,PS3,2009,Racing,Activision,0.19,0.07,0,0.04,0.29,,,,,Sidhe Interactive,E,undefined,123
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0,0.02,0.29,74,14,8,8,WayForward,E10+,undefined,123
The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,8.8,676,Maxis,T,undefined,123
Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,0.24,0.03,0,0.02,0.29,,,,,Altron,E,undefined,123
Need for Speed Underground,GBA,2003,Racing,Electronic Arts,0.21,0.08,0,0.01,0.29,77,9,8.2,25,Pocketeers,E,undefined,123
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.25,0.02,0,0.02,0.29,74,36,5.4,9,"Terminal Reality, 4mm Games",T,undefined,123
Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.29,0.01,0.29,,,,,,,undefined,123
Guardian Heroes,SAT,1995,Role-Playing,Sega,0,0,0.29,0,0.29,,,,,,,undefined,123
Outlaw Golf,XB,2002,Sports,TDK Mediactive,0.22,0.06,0,0.01,0.29,72,23,6.9,9,Simon & Schuster,T,undefined,123
Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,undefined,123
MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.16,0.1,0,0.03,0.29,67,9,5.2,5,Electronic Arts,E10+,undefined,123
Mini Ninjas,X360,2009,Action,Eidos Interactive,0.12,0.14,0,0.03,0.29,73,44,8.4,38,Io Interactive,E10+,undefined,123
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29,67,16,,,Banpresto,T,undefined,123
Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.17,0.1,0,0.02,0.29,,,,,,,undefined,123
The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0,0.07,0.29,,,5.6,14,TT Games,E10+,undefined,123
Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010,Adventure,Sega,0,0,0.29,0,0.29,,,,,,,undefined,123
Ben 10 Alien Force: Vilgax Attacks,PS2,2009,Action,D3Publisher,0.11,0.03,0,0.15,0.29,,,7,4,Papaya Studios,E10+,undefined,123
NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0,0.01,0.29,88,36,8.4,16,EA Canada,E,undefined,123
Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ,0.27,0,0,0.02,0.29,59,6,,,Natsume,E,undefined,123
WinBack: Covert Operations,PS2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29,66,11,7.7,20,Omega Force,T,undefined,123
Kagero: Deception II,PS,1998,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29,,,,,,,undefined,123
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0,0.03,0.29,87,58,9,118,Sony Bend,M,undefined,123
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000,Sports,Konami Digital Entertainment,0,0,0.27,0.02,0.29,,,,,,,undefined,123
Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment,0.05,0.16,0,0.08,0.29,,,9,4,Novarama,E10+,undefined,123
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.19,0,0.08,0.01,0.29,69,23,7.3,18,Paon Corporation,E10+,undefined,123
Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.15,0.11,0,0.03,0.29,,,,,,,undefined,123
Up,X360,2009,Action,THQ,0.2,0.07,0,0.03,0.29,61,18,6.8,6,Heavy Iron Studios,E10+,undefined,123
Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment,0.15,0.09,0,0.04,0.29,62,51,6.4,69,SCEA,E,undefined,123
NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02,0.29,64,35,5.6,16,EA Canada,E,undefined,123
ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0.16,0,0.03,0.29,60,9,7.6,5,Namco Bandai Games,E,undefined,123
J-League Victory Goal '96,SAT,1996,Sports,Sega,0,0,0.29,0,0.29,,,,,,,undefined,123
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0,0.04,0.29,82,19,8.5,525,Black Box,T,undefined,123
Jeopardy! 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.16,0.11,0,0.02,0.29,,,,,,,undefined,123
SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29,,,,,,,undefined,123
Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,,,,,,,undefined,123
Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58,42,6,30,Double Helix Games,T,undefined,123
Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,Capcom,0.17,0.08,0,0.04,0.29,80,48,7.7,93,Capcom,T,undefined,123
Little King's Story,Wii,2009,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87,50,8.8,86,Cing,T,undefined,123
Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.29,,,,,,,undefined,123
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,0,0,0.29,0,0.29,,,,,,,undefined,123
Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64,27,7.3,15,Omega Force,T,undefined,123
From TV Animation One Piece: Treasure Battle!,GC,2002,Fighting,Namco Bandai Games,0,0,0.28,0.01,0.29,,,,,,,undefined,123
Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,Majesco Entertainment,0.27,0,0,0.02,0.29,,,,,ImaginEngine,E,undefined,123
Dolphin,2600,1983,Action,Activision,0.27,0.02,0,0,0.29,,,,,,,undefined,123
NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67,60,8.3,126,Cavia Inc.,M,undefined,123
Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.24,0.03,0,0.02,0.29,60,17,5.4,7,Altron,E,undefined,123
Area 51,XB,2005,Shooter,Midway Games,0.22,0.06,0,0.01,0.29,72,43,8.1,16,Midway Studios - Austin,M,undefined,123
Deadpool,PS4,2015,Action,Activision,0.14,0.11,0,0.05,0.29,60,11,5.7,68,High Moon Studios,M,undefined,123
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0.22,0.04,0.04,0.29,72,7,6.6,8,Konami,E,undefined,123
Hamster Club 4: Shigessa Daidassou,GBA,2003,Simulation,Jorudan,0,0,0.28,0.01,0.29,,,,,,,undefined,123
Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft,0.27,0,0,0.02,0.29,,,,,Virtual Toys,E,undefined,123
Wanted: Weapons of Fate,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,61,56,7.1,25,GRIN,M,undefined,123
Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29,68,23,8.5,63,"Valuewave Co.,Ltd.",E,undefined,123
The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.16,0.1,0,0.03,0.29,82,67,8.2,73,Starbreeze,M,undefined,123
Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29,58,5,7.3,8,Eutechnyx,E,undefined,123
Fast Food,2600,1981,Action,Unknown,0.27,0.02,0,0,0.29,,,,,,,undefined,123
TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.16,0,0.03,0.29,,,,,DoubleTap Games,E,undefined,123
FlatOut: Head On,PSP,2008,Racing,Empire Interactive,0.13,0.1,0,0.06,0.29,74,28,8.2,21,Bugbear,T,undefined,123
