Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,elements
UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,66,14,7.3,4,DreamFactory,T,undefined
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0,0.08,0,0.02,0.1,82,32,8.2,144,KING Art,T,undefined
My First Dollhouse,DS,2010,Misc,505 Games,0.1,0,0,0.01,0.1,,,,,505 Games,E,undefined
Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0,0,0.01,0.1,,,,,,,undefined
Science Papa,DS,2009,Misc,Activision,0.09,0.01,0,0.01,0.1,,,,,Activision,E,undefined
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0,0,0.01,0.1,59,34,7.9,16,Page 44 Studios,M,undefined
American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0,0,0.01,0.1,,,,,Webfoot Technologies,E,undefined
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0,0,0.01,0.1,,,,,Coldwood Interactive,E,undefined
Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0,0.1,70,21,8.5,10,Acclaim,T,undefined
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0,0.01,0.1,70,15,7.7,15,Electronic Arts,E,undefined
Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0,0,0.1,70,52,7.4,19,Digital Extremes,M,undefined
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0,0,0.1,,,,,FUN Labs,T,undefined
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0,0.1,,,,,,,undefined
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,0.1,76,56,5.1,15,SNK,T,undefined
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0,0,0.01,0.1,,,,,,,undefined
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,0.05,0.04,0,0.01,0.1,,,,,Deibus Studios,T,undefined
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56,13,3.4,46,"Deep Silver, Keen Games",M,undefined
Yoostar2,PS3,2011,Misc,Unknown,0.04,0.04,0,0.02,0.1,54,15,,,Blitz Games Studios,T,undefined
Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0,0,0.01,0.1,79,22,6.5,33,KCET,E,undefined
Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0,0,0.1,68,22,5.9,9,Rare Ltd.,E,undefined
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69,15,8.3,8,Tecmo,E,undefined
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0,0.01,0.1,81,65,7.3,1170,InXile Entertainment,M,undefined
The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0,0.01,0.1,52,21,6.3,26,Haemimont,T,undefined
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0,0.03,0.06,0.01,0.1,81,49,8.3,62,SCE Japan Studio,E,undefined
Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0,0.01,0.1,54,17,4,5,Hudson Soft,E,undefined
Princess Debut,DS,2008,Misc,Cave,0.1,0,0,0.01,0.1,71,6,7.4,7,Cave,E,undefined
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0.1,0,0.01,0.1,74,9,4.4,239,Konami,E,undefined
Despicable Me: The Game,PS2,2010,Platform,D3Publisher,0.05,0.04,0,0.01,0.1,,,,,,,undefined
Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0,0,0.1,83,30,9.3,19,Swingin' Ape,T,undefined
Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0,0,0.1,0,0.1,,,,,,,undefined
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.1,,,,,,,undefined
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0,0,0.1,81,28,8.5,15,Ubisoft Montreal,M,undefined
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0,0.01,0.1,84,21,8.2,11,LucasArts,T,undefined
Disney's Chicken Little: Ace In Action,Wii,N/A,Shooter,Disney Interactive Studios,0.09,0,0,0.01,0.1,72,8,,,Avalanche Software,E10+,undefined
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0,0.01,0.1,61,9,7.8,6,Artificial Mind and Movement,E10+,undefined
Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0,0,0.01,0.1,,,,,Powerhead Games,E,undefined
Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0,0,0.1,0,0.1,,,,,,,undefined
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.1,0,0,0.01,0.1,,,,,,,undefined
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1,,,,,Ludia Inc.,E,undefined
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.06,0.03,0,0.01,0.1,,,,,,,undefined
Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,0.08,0.02,0,0.01,0.1,,,,,,,undefined
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0,0,0.01,0.1,61,23,7.4,10,Page 44 Studios,E,undefined
Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0,0,0.01,0.1,,,,,Jack of All Games,E,undefined
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0,0,0.1,0,0.1,,,,,,,undefined
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,78,17,8.6,10,SCEE,T,undefined
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0,0,0.1,78,15,9.3,23,Magic Pockets,T,undefined
Syberia,XB,2003,Action,Microids,0.08,0.02,0,0,0.1,72,17,7,5,Microids,T,undefined
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1,72,7,0.6,24,Frontier Developments,E10+,undefined
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1,66,9,6,5,Ubisoft Shanghai,E,undefined
G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0,0.1,71,12,9,10,Koei/Inis,E,undefined
Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0,0,0.01,0.1,,,,,"Seamless Entertainment, Inc.",E,undefined
Atsumare! Power Pro Kun no DS Koushien,DS,N/A,Sports,N/A,0,0,0.1,0,0.1,,,,,,,undefined
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0,0.01,0.01,0.1,64,25,6.7,6,Moss,E,undefined
Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,,,,,,,undefined
Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,0,0,0.1,0,0.1,,,,,,,undefined
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0,0,0.1,76,26,9.2,21,Sting,T,undefined
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,52,23,6.5,30,Gaijin Entertainment,M,undefined
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0,0.04,0.01,0.1,73,17,7.9,18,Sting,T,undefined
Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,0.07,0.03,0,0,0.1,,,,,,,undefined
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.03,0.02,0.05,0.01,0.1,,,,,,,undefined
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.1,,,,,,,undefined
Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01,0.1,51,25,,,Backbone Entertainment,T,undefined
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1,72,28,7.5,14,Taito Corporation,T,undefined
Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0,0.01,0.1,66,44,8.3,57,Petroglyph,T,undefined
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0,0.01,0.1,,,,,WayForward,E,undefined
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0,0.01,0.1,,,,,"Joindots, Mastertronic",E,undefined
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0,0,0.1,,,,,,,undefined
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,51,45,6.2,24,Namco,M,undefined
Just In Time Translations,DS,2009,Misc,THQ,0.1,0,0,0.01,0.1,,,,,THQ,E,undefined
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0,0,0.1,0.01,0.1,,,,,,,undefined
Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.1,,,,,,,undefined
Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0,0,0.1,0,0.1,,,,,,,undefined
Rome: Total War,PC,2004,Strategy,Activision,0,0.09,0,0.02,0.1,92,58,9.1,1050,Creative Assembly,T,undefined
Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,,,,,,,undefined
Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0,0.01,0.1,87,83,7.6,896,id Software,M,undefined
WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.1,62,9,,,Konami,E,undefined
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0,0,0.01,0.1,34,9,,,Art,E,undefined
Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0,0,0.1,0,0.1,,,,,,,undefined
UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0,0,0.01,0.1,59,5,,,Black Lantern Studios,E,undefined
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0,0.01,0.1,54,9,5.3,17,Milestone S.r.l,E,undefined
Culdcept DS,DS,2008,Strategy,Sega,0,0,0.1,0,0.1,,,,,,,undefined
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1,72,7,3.4,27,Eutechnyx,E,undefined
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.06,0,0.02,0.1,,,,,Torus Games,E10+,undefined
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39,32,5.6,34,FeelPlus,M,undefined
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0,0.01,0.1,,,,,,,undefined
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0,0,0.1,84,33,8.1,19,Codemasters,E,undefined
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0,0,0.1,0,0.1,,,,,,,undefined
Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0,0,0.1,58,8,,,UDS,E,undefined
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.1,60,21,8,9,EA Canada,E,undefined
Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.09,0.01,0,0.01,0.1,,,,,High Voltage Software,E,undefined
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0,0.01,0.1,77,10,5.7,30,Maxis,T,undefined
Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,0.09,0,0,0.01,0.1,,,,,,,undefined
X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,,,,,,,undefined
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0,0.1,63,11,6.2,5,Climax Group,E,undefined
America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1,,,,,Arts Software,E10+,undefined
Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0,0.01,0.1,68,34,7.2,13,Midway,M,undefined
Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1,,,,,Knowledge Adventure Inc.,E,undefined
Blue Stinger,DC,1999,Adventure,Activision,0,0,0.1,0,0.1,,,,,,,undefined
Shellshock,PS,1995,Action,Core Design Ltd.,0.06,0.04,0,0.01,0.1,,,,,,,undefined
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0,0,0.01,0.1,56,14,8.8,4,Hudson Entertainment,T,undefined
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0,0,0.01,0.1,60,6,,,Raylight Studios,E,undefined
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,80,26,8.7,13,Capcom,T,undefined
Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0,0,0.1,0,0.1,,,,,,,undefined
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0,0,0.1,70,13,7.6,7,High Voltage Software,M,undefined
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,0,0,0.1,0,0.1,,,,,,,undefined
PictoImage,DS,2007,Puzzle,Sega,0.09,0,0,0.01,0.1,61,11,,,Sega,E,undefined
Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0,0.01,0.1,,,,,,,undefined
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0,0.01,0.1,,,,,Behaviour Interactive,E10+,undefined
Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,0,0,0.1,0,0.1,,,,,,,undefined
PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,0,0.08,0,0.02,0.1,,,,,,,undefined
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,0.09,0,0,0.01,0.1,,,,,Teyon,T,undefined
Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1,66,20,,,Midway Studios - San Diego,T,undefined
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1,75,21,8.9,23,"Monolith Soft, Namco Bandai Games",T,undefined
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57,28,7.2,6,Yuke's,T,undefined
Football Manager 2014,PSV,2013,Sports,Sega,0,0.08,0,0.02,0.1,,,,,,,undefined
Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0,0,0.1,71,26,,,Radical Entertainment,T,undefined
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
Flushed Away,DS,2006,Platform,D3Publisher,0.09,0,0,0.01,0.1,,,,,,,undefined
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0,0,0.1,85,18,8.4,7,EA Sports,E,undefined
Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0,0,0.1,0,0.1,,,,,,,undefined
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1,61,15,6.1,9,Ubisoft,E10+,undefined
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0,0.08,0,0.02,0.1,,,,,,,undefined
Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1,,,,,Activision,E,undefined
X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0,0,0.1,53,38,8.1,7,"Z-Axis, Ltd.",T,undefined
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0,0.01,0.1,58,27,8.2,9,Digital Mayhem,M,undefined
Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Backyard Baseball '10,Wii,2009,Sports,Atari,0.09,0,0,0.01,0.1,,,,,Farsight Studios,E,undefined
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,71,17,6.3,39,5TH Cell,E10+,undefined
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1,52,19,4.2,6,Artificial Mind and Movement,E10+,undefined
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0,0,0.1,62,24,7.9,8,Pivotal Games,M,undefined
Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0,0,0.1,53,19,,,Treyarch,T,undefined
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,16,6.8,8,Tecmo,E10+,undefined
Football Director DS,DS,2008,Sports,Pinnacle,0,0.1,0,0,0.1,,,,,,,undefined
Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0,0.1,,,,,,,undefined
SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0,0.01,0.1,,,,,Electronic Arts,E,undefined
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,66,8,,,Blitz Games Studios,T,undefined
Terraria,PSV,2013,Action,Screenlife,0,0.01,0.09,0,0.1,85,17,7.8,112,Engine Software,T,undefined
Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0,0.01,0.1,,,,,Neversoft Entertainment,T,undefined
The Whispered World,PC,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1,70,41,7.6,77,Daedalic Entertainment,E,undefined
Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0,0.01,0.1,,,,,,,undefined
Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,0.08,0.02,0,0,0.1,,,,,,,undefined
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1,,,,,,,undefined
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0,0.01,0.1,,,5.1,8,Behaviour Interactive,E10+,undefined
Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1,,,,,Activision,E,undefined
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,0.1,53,11,6.5,4,Dreamcatcher,T,undefined
KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.07,0,0.02,0.01,0.1,,,,,,,undefined
Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0,0.01,0.1,65,12,7,5,Hudson Soft,E10+,undefined
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0,0,0.1,76,31,8.1,9,Sega AM2,E,undefined
Draglade,DS,2007,Fighting,505 Games,0.09,0,0,0.01,0.1,71,23,7.5,4,Dimps Corporation,E10+,undefined
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,68,7,6.2,20,5TH Cell,E10+,undefined
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0,0,0.01,0.1,,,,,Bethesda Softworks,M,undefined
You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0,0.01,0.1,82,6,,,Jellyvision,E,undefined
3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0,0.01,0.1,,,,,,,undefined
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1,76,16,7.8,22,Genki,T,undefined
Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,0,0,0.1,0,0.1,,,,,,,undefined
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0,0,0.01,0.1,,,,,Santa Cruz Games,E,undefined
Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,,,,,,,undefined
Dancing on Ice,Wii,2010,Sports,Ghostlight,0,0.09,0,0.01,0.1,,,,,,,undefined
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.1,41,19,5.3,37,Gust,E10+,undefined
The Destiny of Zorro,Wii,2009,Action,505 Games,0.09,0,0,0.01,0.1,,,,,Pronto Games,E10+,undefined
Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,0,0,0.1,0,0.1,,,,,,,undefined
Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0,0,0.1,33,11,6.3,6,Saffire,T,undefined
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1,65,11,7.5,4,Beenox,E,undefined
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0,0.03,0.07,0.01,0.1,65,12,7.8,63,Frima Studio,M,undefined
Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1,,,6.8,17,"RED Entertainment, Compile Heart",T,undefined
HOP,DS,2011,Platform,505 Games,0.08,0.01,0,0.01,0.1,,,,,,,undefined
USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0,0,0.01,0.1,,,,,Destineer,E,undefined
Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0,0,0.1,0,0.1,,,,,,,undefined
Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0,0.01,0.1,,,,,THQ,T,undefined
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0,0,0.1,80,15,8,5,Treyarch,E,undefined
My Healthy Cooking Coach,DS,N/A,Simulation,Unknown,0.09,0,0,0.01,0.1,,,,,Ubisoft,E,undefined
SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,0.08,0.02,0,0,0.1,,,,,,,undefined
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1,49,35,3.1,45,EA Tiburon,E,undefined
Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,0.09,0,0,0.01,0.1,56,8,,,Global A,E10+,undefined
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.1,37,5,4.1,33,EA Bright Light,T,undefined
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.1,25,4,3.5,4,FrontLine Studios,E,undefined
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1,49,9,8,11,High Voltage Software,E10+,undefined
Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0,0.01,0.1,75,22,7.5,106,Capcom,M,undefined
Thief (2014),PC,2014,Action,Square Enix,0,0.09,0,0.01,0.1,,,,,,,undefined
Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,68,11,,,Clockwork Games,E,undefined
Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1,,,,,,,undefined
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1,75,50,8.8,4,InXile Entertainment,T,undefined
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,,undefined
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0,0,0.01,0.1,,,,,,,undefined
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1,78,47,8.3,13,The Behemoth,T,undefined
World Snooker Championship 2007,PS3,2007,Sports,Sega,0,0.1,0,0,0.1,,,,,,,undefined
L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0,0,0.1,0,0.1,,,,,,,undefined
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0,0,0.1,0,0.1,,,,,,,undefined
Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0,0,0.1,,,,,,,undefined
Indy Racing 2000,N64,2000,Racing,Infogrames,0.08,0.02,0,0,0.1,,,,,,,undefined
GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0,0,0.1,,,,,,,undefined
Milo's Astro Lanes,N64,1998,Sports,Interplay,0.08,0.02,0,0,0.1,,,,,,,undefined
Jeopardy!,N64,1998,Misc,GameTek,0.08,0.02,0,0,0.1,,,,,,,undefined
Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,0.08,0.02,0,0,0.1,,,,,,,undefined
Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1,,,,,,,undefined
